TEO,FWC,FWE,TCA,TO_sump,TO_feed,PO_feed,VC,VE,TWI,Y
50.1,265.1,214.5,6.1,116.4,112.7,140.4,57,56,55.4,8
45.72,266.5,216.5,5.5,115.6,110.9,141.4,49,56,55.69,8
49.77,265.6,216.1,5.3,114.2,111.3,136.5,56,56,54.99,8
50.14,266.6,215.8,1.3,121.5,116.2,134,47,56,55.81,8
44.7,269,215,3.3,112.7,109,136,48,56,55.4,8
45.23,267.1,215.3,5.7,112.2,109.6,135,57,56,54.99,8
45.39,267.5,214.2,6.1,113.6,109.8,137,53,56,55.44,8
40.52,267.4,214,3.1,111.6,108.2,139,49,56,56.02,8
50.31,266.6,215,3.9,114.7,110.9,138.5,47,56,55.44,8
40.03,272.3,214.6,2.5,112.4,109.2,130,48,56,56.22,8
50.31,265.3,215.6,2.6,114.9,110.9,136.5,47,56,55.48,8
42.12,266.5,216.4,4.8,110.1,107.7,133,56,56,59.58,8
40.32,268.5,214.4,4.3,109.8,107.3,133.5,48,56,55.85,8
40.03,267,214.1,5.8,111.8,109.4,132.5,57,56,58.51,8
50.51,266.2,214.4,1.6,119.5,114.2,136,47,56,55.69,8
40.68,268.5,214.4,3.8,112,108.4,137,49,56,56.3,8
40.81,266.2,215.4,6.6,110.1,107.7,134.5,57,56,55.89,8
40.73,270,214.5,2,114.5,109.8,135,49,56,56.34,8
40.28,267.7,216,4.5,107.5,105.7,132.5,48,56,59.09,8
40.11,268.7,214.8,4.8,109.8,107.5,133,48,56,55.85,8
40.56,268.3,215.8,4.2,109.8,107.1,134.5,48,56,55.85,8
50.72,267.6,215.1,3.6,117.8,113.1,141.9,49,56,56.18,8
40.07,271.5,215.5,2.2,111.3,108.2,131.5,48,56,56.14,8
50.27,265.7,214.6,6.4,115.3,111.8,139.9,57,56,55.32,8
50.47,264.4,214.9,5.9,116,110.7,143.9,49,56,55.81,8
39.87,266.5,215.1,2.3,107.5,105.9,131,47,56,59.25,8
45.19,266.5,215.4,6.2,111.8,109.2,136,57,56,54.95,8
49.86,269.9,214.5,1.6,118.8,113.6,139,49,56,56.26,8
50.88,266.6,215.9,2.5,115.7,111.3,135,47,56,55.52,8
50.35,268.1,214.6,1.9,122.7,116.2,139,49,56,56.43,8
40.77,269.8,214.8,4.5,113.1,110.1,133,49.86,56,57.86,8
45.27,269.3,214.8,1.6,114.2,109.8,135,48,56,55.44,8
44.9,268.5,214.7,2.7,111.8,108.4,129,47,56,55.24,8
50.76,265.9,214.9,3.5,117.8,112.9,140.4,49,56,56.18,8
50.35,266.3,215.1,1.9,119.9,115.1,135.5,47,56,55.69,8
45.23,267.6,215.8,6,113.1,110.7,134.5,57,56,55.03,8
40.07,271.5,214.9,2.5,112.7,109.4,131.5,48,56,56.79,8
54.03,265.4,214.6,3.9,108.2,98.4,143.4,49.03,56,56.71,8
40.07,270.1,214.6,2.2,111.3,108.2,130.5,48,56,56.14,8
40.93,270.7,213.9,1.8,113.8,109,135.5,49,56,56.26,8
49.94,268,215.5,1.6,119,113.6,140.4,49,56,56.26,8
45.11,269.5,214.1,1.7,115.6,111.1,134.5,48,56,55.52,8
50.27,269.3,216,2.1,112.2,109.2,127.5,47,56,54.99,8
45.56,266.5,214.3,6,116.7,112.7,137,53,56,55.73,8
45.97,273.1,215.4,5.8,114.5,110.9,139,54.68,56,55.16,8
46.58,268,215.6,5.3,117.4,113.8,135,57,56,55.77,8
50.51,269.6,214.6,2,113.8,110.1,129.5,47,56,55.03,8
46.62,267.5,215.9,5.3,116.9,113.6,138,57,56,55.69,8
50.18,266.6,216.9,5.4,116.4,113.6,138.5,56,56,55.16,8
50.22,265.8,214.9,3.7,114.9,110.7,136.5,47,56,55.44,8
52.68,268.9,215,3.2,106.7,94.6,141.4,49.61,56,56.88,8
41.05,267.8,214.5,3.6,112.2,108.4,137,49,56,56.06,8
40.03,270.1,214.3,1.6,110.7,107.5,130.5,48,56,56.1,8
50.8,266.6,216.3,4,114.9,110.9,137,47,56,55.44,8
49.94,266.4,214,3.9,115.1,111.1,139.4,47,56,55.52,8
49.77,268.1,214.8,0.9,118.5,113.3,140.9,49,56,56.3,8
45.15,268.1,215.4,4.8,111.3,108.8,135,51,56,54.95,8
40.48,270.4,214.7,2.2,109,106.3,130,48,56,56.1,8
45.19,268.9,214.8,1.9,115.1,110.9,134.5,48,56,55.48,8
40.07,269.8,213.5,2.7,110.9,108.2,129.5,49.1,56,59.41,8
45.48,268.6,217.1,3,116,111.6,139.4,49,56,55.65,8
44.62,270.1,214,3.5,112.7,109.2,135.5,48,56,55.36,8
39.33,269.6,215,3.8,108.8,106.1,133,48,56,56.02,8
46.01,268.1,216.2,3.5,114.5,110.7,141.9,49,56,55.69,8
40.6,269.3,215,4.2,107.5,105.7,132,48,56,59.21,8
45.31,268.2,215.4,2.2,114,110.7,139.4,49,56,55.44,8
40.73,272.8,215.2,3.8,113.1,109.8,131.5,49.24,56,57.74,8
50.27,268.9,215.1,2.3,114.5,110.7,130,47,56,55.12,8
50.35,271.8,215.2,2,114,110.3,128.5,47,56,55.07,8
45.27,266.3,216.2,6,112.2,109.8,136,57,56,54.99,8
40.48,268.5,215.4,2.9,111.6,108.8,136.5,49,56,55.93,8
45.84,268.2,215.9,3.6,116.7,111.8,139,49,56,55.69,8
40.6,267.9,216.4,5.2,112.9,109.8,134,49,56,55.61,8
41.71,267.4,215.8,5.2,114.7,110.9,136.5,57,56,56.59,8
50.35,269.2,216.1,2.5,119.2,113.8,140.4,49,56,56.34,8
45.64,265.8,214.8,4.2,115.6,111.1,141.9,49,56,55.69,8
50.63,269,216.1,3.5,117.8,112.9,140.4,49,56,56.14,8
40.15,271,213.4,2.2,110.9,108,130,48,56,56.18,8
39.74,268.5,213.9,3.8,108.6,106.5,132,48,56,59.05,8
44.45,268.4,214.6,4.2,113.1,110.1,139,48,56,55.44,8
40.36,269.9,216.1,1.8,115.1,110.5,134.5,49,56,56.43,8
45.88,268.1,216.1,5.5,115.1,110.7,140.4,49,56,55.73,8
45.23,267.2,216.3,5.8,112,109.6,134.5,57,56,54.95,8
40.23,267.7,216.1,3.3,111.8,108.2,133.5,49,56,56.02,8
40.03,269.3,214.2,2.5,109.4,106.9,130.5,47,56,59.33,8
50.27,267,215.3,5.9,116.7,111.8,139.4,49,56,55.81,8
44.25,270.4,215.9,4,109.6,107.3,132.5,51,56,55.16,8
39.87,268.5,216,3.6,112.4,108.4,137,49,56,56.3,8
39.99,269,215.6,5.5,112,109.6,132.5,57,56,58.47,8
50.14,265.6,215.5,5.4,117.1,113.8,138,56,56,55.2,8
41.09,264.1,214.4,4.3,110.7,108.2,131.5,54.34,56,59.46,8
50.31,269.7,215.1,2.1,114,110.1,129.5,47,56,55.07,8
50.18,265.5,216,6.4,116.4,112.7,139.9,57,56,55.4,8
40.07,267.5,215.3,5.5,109.2,107.3,134.5,57,56,58.96,8
40.03,270.8,215.2,1.9,112.7,109.2,130,48,56,56.34,8
45.27,270.1,213.8,2,119,113.3,140.4,49,56,55.98,8
46.05,266.4,216,4,114.7,110.7,139,49,56,55.69,8
49.98,265.6,215.2,6.2,117.6,113.8,140.9,57,56,55.48,8
44.21,270,216,4.1,109.8,107.7,132,51,56,55.07,8
44.66,268.9,215.4,3.4,112.4,109.2,135.5,48,56,55.4,8
41.71,266,213.6,5.1,110.1,108,132,56,56,59.5,8
45.72,268.4,215.1,3.4,116.7,111.8,140.4,49,56,55.69,8
40.03,268.3,215.7,5.5,108.8,107.1,134,57,56,59.05,8
50.27,267.4,215.1,1.7,116.4,111.6,135,47,56,55.52,8
45.19,267.4,215.9,1.7,114.7,110.7,134.5,48,56,55.48,8
39.5,269.6,214.5,3.6,109.2,106.9,133.5,48,56,55.85,8
50.8,268,215.9,3.5,118.1,113.3,141.9,49,56,56.22,8
50.47,269.7,216.1,2,121.2,115.3,140.4,49,56,56.38,8
40.32,267.8,214.1,5.7,110.3,108.8,133,57,56,58.8,8
50.43,264,216.4,6.1,115.7,110.5,144.4,49,56,55.81,8
50.76,266.3,217.5,3.7,118.1,113.1,142.4,49,56,56.22,8
44.86,268.7,213.4,2.7,112.4,109,130.5,47,56,55.2,8
39.91,268.6,215.2,3.8,112.2,108.4,136.5,49,56,56.34,8
50.43,266.1,216.6,3.8,116.7,112,143.9,49,56,55.85,8
49.9,268.9,215.9,3.8,112.2,109.4,133,56,56,55.2,8
50.18,266.2,214.7,5.8,116.9,112,137,49,56,55.81,8
40.52,267.4,215.2,3.5,111.3,108.2,138.5,49,56,56.02,8
49.49,264,215.6,4.3,120.9,116.4,137,48,56,55.73,8
39.99,268.1,215.3,3.6,112,108.2,135.5,49,56,56.1,8
40.73,270.9,216.4,4.6,113.1,110.1,131.5,49.45,56,57.78,8
50.59,270.6,215,2.8,112.2,109.2,130,47,56,55.07,8
50.06,266.6,215.8,5.7,115.3,111.8,141.4,49.17,56,55.32,8
40.07,268.1,216.8,2.6,109,106.7,128,47,56,59.33,8
40.73,268.9,215.7,3,111.8,109.6,137,49,56,55.77,8
50.27,270.1,214.3,2.3,114.7,110.7,131.5,47,56,55.12,8
40.85,266.3,215.3,3.4,111.1,108.2,136.5,49,56,56.02,8
49.94,267.3,214.1,3.3,112.2,109.4,130,56,56,55.16,8
50.47,274.2,215.4,3.7,122.5,116.9,139.4,57,56,56.51,8
40.64,268.5,214.5,4.2,107.5,105.7,131,48,56,59.21,8
40.11,268.9,214.5,5.7,109.2,107.5,134,57,56,58.92,8
39.5,271.4,215,3.7,109,106.5,134,48,56,56.02,8
40.15,267.9,215.8,6,109.4,107.5,133.5,57,56,58.96,8
39.95,268.8,215.4,3.6,108.2,106.1,132,48,56,59.05,8
45.48,270.7,214.3,2,109.8,107.1,129,47,56,55.2,8
40.11,268.6,214.2,2.6,107.5,105.7,131,47,56,59.25,8
50.27,266.1,215.2,5.5,116.7,112,143.9,49,56,55.85,8
39.33,269.5,215.2,3.9,109.2,106.9,133.5,48,56,55.89,8
39.87,268.9,215.3,3.8,112.4,108.4,136.5,49,56,56.34,8
44.25,269,215.4,3.7,109.4,107.3,132,51,56,55.16,8
40.52,270,215.2,2,114.7,110.3,135.5,49,56,56.38,8
49.94,268,215.3,3.8,112,109.4,134.5,56,56,55.16,8
40.68,265.8,215,6.5,109.8,107.7,135,57,56,55.85,8
44.86,271,213.2,2.5,112.4,109,129,47,56,55.2,8
45.56,267.4,213.8,1.8,117.1,112,138.5,49,56,55.69,8
50.43,263.2,215.2,5.7,115.6,110.5,140.9,49,56,55.85,8
50.35,267.4,215.9,4.2,114.7,109.2,142.4,49,56,55.89,8
40.03,269.8,213.9,2.2,110.1,107.3,129,47,56,59.37,8
40.28,267.5,214.3,4.6,113.1,110.1,134.5,49,56,55.61,8
40.68,269.7,216.6,4,113.1,110.1,132.5,49.59,56,57.78,8
45.02,269.8,217.3,1.8,109.4,106.9,127.5,47,56,55.16,8
40.32,270,215.1,1.5,115.1,110.7,137,49,56,56.47,8
40.44,268.1,215.2,4.3,108.4,106.5,132,48,56,59.05,8
45.23,267.6,214.9,5.7,113.8,111.1,137,57,56,55.03,8
50.27,270.4,216,2,114.7,110.7,130.5,47,56,55.07,8
40.52,268.9,214.5,3.5,112.2,108.2,137,49,56,56.26,8
51.66,264.3,215.8,6.6,120.7,116,139,57,56,56.18,8
49.82,265.1,214.9,5.1,114.7,111.6,138,56,56,54.95,8
50.14,266.9,215.8,3.5,115.1,110.9,138.5,47,56,55.48,8
40.32,271.6,213.7,2.3,113.1,109.8,131,48.55,56,57.57,8
50.02,266.8,216.5,3.6,114.9,110.7,138,47,56,55.57,8
40.03,269.4,214,4.2,108.2,106.1,131,48,56,59.05,8
41.01,268.3,214.4,4.3,114.9,111.1,133.5,49,56,56.55,8
49.82,270,216,3.7,122.7,116.9,139,49,56,56.47,8
64.92,269.5,215.8,0.9,107.1,85.6,133.5,57,56,57.82,8
40.19,268.8,215.4,3.7,112.2,108.4,135,49,56,56.14,8
45.27,269.5,214.2,2.5,119.2,113.6,139.4,49,56,55.93,8
50.02,268.3,214.6,2.2,119.7,114,140.9,49,56,56.34,8
45.68,269.5,215.4,3.3,116.4,111.8,139.4,49,56,55.69,8
40.4,264.9,214.3,3.5,111.3,108.4,137,49,56,55.98,8
50.47,266.7,215.1,1.5,116.2,111.6,135.5,47,56,55.52,8
50.14,265.5,215.6,5.7,116.9,113.8,138,56,56,55.2,8
45.72,266.1,215.3,5.5,115.6,111.1,140.9,49,56,55.69,8
40.19,266.2,213.4,4.2,112,108.4,136.5,49,56,56.02,8
50.22,266.3,214.7,1.6,120.9,115.7,134.5,47,56,55.77,8
48.55,264.7,215.9,4.8,115.1,111.6,134.5,48.14,56,55.32,8
44.25,268.9,214.4,4,110.7,108,132,51,56,54.91,8
45.15,267.9,215.8,2.3,114.2,110.5,139,49,56,55.52,8
45.19,266.7,215.1,6,113.3,110.9,135,57,56,54.99,8
50.39,265.3,215.1,5.6,115.6,110.1,141.9,49,56,55.81,8
45.56,270.2,216.5,2.2,109.6,107.1,129,47,56,55.16,8
39.95,268.4,213.9,3.8,108.2,106.3,131.5,48,56,59.05,8
40.11,270.5,214.7,2,112.7,109.4,130,48,56,57,8
40.03,269.4,215.8,2.4,112.4,109,131,48,56,56.18,8
45.52,267.6,214.6,3.3,115.7,111.6,140.4,49,56,55.65,8
44.66,265.4,214.1,4.5,113.3,109.8,133,49,56,55.48,8
44.62,269,215.5,3.4,112.7,109.4,136,48,56,55.36,8
49.94,265.8,216.1,5.9,117.6,113.8,140.4,57,56,55.48,8
50.51,267.4,214.2,2,119.2,114.2,134,47,56,55.65,8
50.02,269.6,215.6,2,119.9,114,140.4,49,56,56.34,8
62.06,268.7,216.4,0,106.5,86.5,136.5,50.93,56,57.29,8
50.59,266.5,215,3.3,114.9,111.1,137,47,56,55.52,8
49.36,267,214.6,0.1,112,109,130,47,56,55.2,8
49.94,269.9,214.3,1.4,112.4,109.2,130,47,56,54.99,8
49.94,266.1,214.8,3.9,115.1,110.7,138,47,56,55.44,8
45.39,270,215.2,2.4,109.4,107.1,129,47,56,55.16,8
44.25,268.5,215.2,4.3,109.6,107.3,132,51,56,55.16,8
45.84,269.5,215.8,3.6,116,111.3,136.5,49,56,55.65,8
45.48,270.4,213.4,2.2,117.6,112,138.5,49,56,55.69,8
40.48,268.6,214.9,6.2,112.2,109.4,134,57,56,56.06,8
64.92,269.6,213,0,102.8,85.4,60.1,57,56,65.19,8
45.15,268.3,214.2,5.5,111.6,109.2,132,51,56,54.99,8
49.77,269.7,214.7,2,113.6,109.8,130,47,56,55.03,8
50.76,264.4,216.5,3.7,112,104.7,143.4,49,56,56.06,8
45.68,270.6,214.4,4,119.9,114.2,139.4,49,56,56.1,8
50.39,264.7,216.3,3.3,114.9,110.9,137,47,56,55.48,8
50.72,271.7,216,2.3,112,109.2,129.5,47,56,55.16,8
48.46,265.4,215.8,4.5,115.1,111.6,139.4,47.83,56,55.28,8
45.84,268.5,214.6,3.3,116.4,112,140.4,49,56,55.73,8
39.46,270,214.9,4.2,108.8,106.5,131.5,48,56,56.02,8
49.9,268.4,213.7,3.8,112,109,134,56,56,55.2,8
50.27,263.9,215.8,6.6,115.7,112,140.4,57,56,55.36,8
40.97,265.5,215.2,6.1,113.8,110.3,134.5,57,56,56.22,8
51.45,265.2,214.8,5,122,116.2,136,48,56,55.81,8
50.31,267.1,215.3,1.4,120.7,115.3,134,47,56,55.73,8
40.36,268.2,214.7,3.9,107.7,105.9,131,48,56,59.17,8
45.8,268.4,215,2.3,116.9,112,138.5,49,56,55.69,8
49.94,267.3,214.1,3.7,112,109.2,131,56,56,55.2,8
40.81,265.4,215.2,6.1,110.1,107.7,135,57,56,55.89,8
50.02,265.1,214.7,6.4,118.3,114.7,138.5,57,56,55.69,8
58.37,271.5,216.5,0.5,108.4,107.5,51.2,56,56,59.66,8
49.77,266.9,217,5.1,114.2,111.3,138,56,56,54.99,8
46.17,275.4,215.5,5.4,114.2,110.9,138,53.81,56,55.32,8
39.99,269.6,215.2,2.4,112.2,109,131.5,48,56,56.02,8
39.58,270.2,216.1,3.9,108.8,106.7,133.5,48,56,55.93,8
51.82,265.3,214.6,3.7,110.9,103.1,142.9,49,56,56.1,8
50.35,267,216.6,1.9,118.5,113.1,134.5,47,56,55.65,8
49.98,264.3,216.5,6.4,116.9,113.1,140.9,57,56,55.44,8
45.23,266.9,214.5,2.5,114.2,110.9,139,49,56,55.52,8
45.72,267,214.9,5,115.3,110.9,140.9,49,56,55.69,8
40.32,268.3,217.3,5.5,112.4,109.8,132.5,57,56,58.35,8
49.82,270.5,215.8,1.8,113.3,109.8,129,47,56,55.03,8
45.39,267.3,215.3,6.1,113.3,110.1,138.5,53,56,55.44,8
49.9,268.7,215.8,3.8,112.4,109.8,133,56,56,55.07,8
39.99,270.4,213.8,2.2,112,109,131,48,56,55.98,8
44.25,269.7,215,4,109.4,107.1,132.5,51,56,55.16,8
45.6,268.9,214.4,2.3,117.1,111.8,137.5,49,56,55.69,8
50.31,271.1,215.8,2.4,118.8,113.3,141.4,49,56,56.26,8
50.68,267.1,215,2.4,118.5,113.3,140.9,49,56,56.3,8
39.91,267.2,216,4.2,108.2,106.3,131,48,56,59.05,8
50.55,269,215,3.3,117.4,112.4,140.4,49,56,55.85,8
44.9,270.6,215,2.5,112.2,108.6,129.5,47,56,55.24,8
42.65,267.9,214,4.7,109.8,108,132,56,56,59.58,8
49.94,264.4,216,5.4,118.3,114.7,137,56,56,55.36,8
54.32,265.2,217,3.5,108.8,99.6,142.9,49,56,56.55,8
39.95,269.4,215.2,5.7,108.8,106.7,133,57,56,58.96,8
46.58,266.8,214.6,5.7,117.1,113.3,135.5,57,56,55.69,8
40.4,269.8,214.9,3.9,107.5,105.9,131.5,48,56,59.21,8
50.31,265.6,215.4,3.6,115.1,111.1,138.5,47,56,55.48,8
50.8,266.2,215.7,2.7,115.7,111.1,134.5,47,56,55.52,8
45.43,270.1,215.9,1.4,117.6,113.1,134.5,48,56,55.73,8
65.25,270.5,214.7,0,103.9,85.4,60.1,57,56,64.78,8
40.44,268.6,216.8,4.9,112.9,109.8,135,49,56,55.65,8
45.15,269.2,214.5,1.7,115.3,110.7,134.5,48,56,55.52,8
45.56,269.1,213,2.5,117.1,112,139.4,49,56,55.69,8
50.43,265.8,216.5,5.7,115.6,110.7,143.4,49,56,55.81,8
50.1,265.2,216.1,3.4,114.9,110.9,138,47,56,55.48,8
49.9,266.8,216.2,4.1,112.2,109.2,131.5,56,56,55.16,8
46.01,267.8,215.7,3.5,114.7,110.7,140.4,49,56,55.69,8
50.43,266.1,214.8,5.9,115.7,110.9,142.9,49,56,55.81,8
50.39,264.9,216.9,3.6,114.9,110.9,137,47,56,55.48,8
40.89,269.2,215.3,2.2,113.6,109,135,49,56,56.3,8
50.31,267,215.2,1.3,118.5,113.3,134.5,47,56,55.65,8
49.86,269.8,216.1,3.6,112,109,132.5,47,56,55.2,8
45.27,269.6,213.1,1.9,114,110.1,134,48,56,55.44,8
44.41,268.3,215.2,3.3,112.9,109.2,136,48,56,55.36,8
44.86,270.1,214.6,2.5,113.3,109.6,128.5,47,56,55.44,8
50.1,265,215.1,5.4,117.1,113.8,138.5,56,56,55.2,8
50.27,271.1,217.1,2.3,114.2,110.7,129,47,56,55.16,8
50.63,267.8,216.9,3.3,117.8,112.9,141.4,49,56,56.14,8
50.27,265.4,216,3.9,114.2,108.4,141.9,49,56,55.89,8
50.22,265.9,214.8,3.9,114,108.2,141.9,49,56,55.89,8
45.76,267.3,215.7,5.3,115.6,110.9,140.4,49,56,55.69,8
39.62,270.3,213.4,4,109,106.7,132,48,56,55.93,8
40.77,270.8,215.4,2,114.2,109.6,135.5,49,56,56.38,8
40.85,270.6,214.4,2,114.2,109.4,133.5,49,56,56.34,8
46.09,267.1,216,5.9,118.1,113.6,138,53,56,55.81,8
40.68,269.9,215.1,4,112.2,108.4,135.5,49,56,56.22,8
44.04,269,215.9,3.9,112.9,109.6,135.5,48,56,55.36,8
40.52,269.5,214.6,4.3,107.5,105.7,131,48,56,59.21,8
43.06,268.5,214.5,5.6,113.1,109.8,133,49,56,55.48,8
45.27,266.8,215.1,5.9,114.5,110.7,136,53,56,55.48,8
45.23,267,215.4,5.7,113.8,111.3,135.5,57,56,55.03,8
40.36,267.8,214.3,3.6,111.8,108.4,136.5,49,56,56.02,8
39.58,269.1,216.3,3.7,109,106.7,131.5,48,56,55.98,8
40.03,271.6,213.1,1.9,112.4,109.4,130.5,48,56,56.51,8
44.7,269.2,215.2,3.3,109,107.1,130.5,47.24,56,55.24,8
50.35,269,215.4,2.6,118.3,113.3,139,49,56,56.3,8
40.19,269.1,215.7,1.5,115.1,110.9,136,49,56,56.55,8
39.33,271.2,215.3,3.5,108.6,106.3,131.5,48,56,56.06,8
50.1,267.2,215.9,3.9,114.9,110.9,139,47,56,55.52,8
40.68,268.5,215.1,3.3,112,109.4,137,49,56,55.81,8
45.23,268.2,214.8,1.8,119.2,113.6,138.5,49,56,55.98,8
50.14,266.4,215.1,1.3,121.2,116.2,135.5,47,56,55.81,8
45.19,264.9,214.4,5.7,113.6,111.1,136.5,57,56,54.99,8
40.32,268.5,216.4,4.3,108.4,106.3,132,48,56,59.05,8
45.27,270.6,216.6,3.7,119.7,114,140.4,49,56,56.14,8
50.27,266.4,215.2,3.4,113.1,106.7,142.9,49,56,56.02,8
50.59,264.7,215.3,5.2,119.7,115.7,137,56,56,55.61,8
40.44,266.6,215,2.8,112,109.2,136,49,56,55.81,8
40.11,268.6,214.5,2.3,109.2,106.7,129.5,47,56,59.33,8
44.98,271.2,215.7,2.8,110.7,107.5,129,47,56,55.16,8
40.36,267.6,214.3,4.3,107.5,105.9,131.5,48,56,59.21,8
49.9,267.7,215.7,3.5,112.4,109.6,134.5,56,56,55.07,8
44.9,270.3,214.5,2.5,111.8,108.2,130,47,56,55.24,8
39.82,266.8,214.8,2.9,111.8,108.4,135,49,56,56.06,8
50.76,265.6,214.7,2.6,118.5,113.3,140.4,49,56,56.3,8
40.07,270.9,213.4,2.2,110.1,106.9,132,48,56,56.1,8
49.94,268.3,215.1,3.5,112.2,109.2,134,56,56,55.24,8
49.73,270.9,216.7,3.9,120.9,116.2,138.5,56,56,55.69,8
39.66,268.8,216,3.6,109.2,107.1,134,48,56,55.85,8
40.19,267.6,214.9,5.6,112,108.4,134.5,49,56,56.02,8
40.6,266.9,214.4,6.3,112.9,110.3,136,57,56,56.18,8
39.33,268.8,215.7,4.3,108.8,106.3,132,48,56,56.02,8
44.53,270.5,215,3.8,112.7,109.4,136,48,56,55.36,8
40.44,266.9,214,6,111.8,109.2,133.5,57,56,55.98,8
45.68,269.7,215,3.3,118.1,113.8,134.5,48,56,55.81,8
50.1,267.1,215.1,5.2,117.1,113.8,139,56,56,55.2,8
49.9,266.7,215.2,5.4,118.3,114.9,136.5,56,56,55.32,8
50.14,266.1,215.1,5.2,117.1,113.8,138,56,56,55.2,8
52.72,268.1,215.5,3.3,110.5,102.1,142.4,49,56,56.22,8
45.23,270,213.9,2,119.7,114,139.4,49,56,56.1,8
45.23,264.8,217.2,6.2,114,111.3,136.5,57,56,55.07,8
45.19,268.6,215.7,1.6,113.8,109.8,135.5,48,56,55.44,8
40.23,267.9,213.7,4.3,111.8,108.4,138.5,49,56,56.06,8
60.3,272.4,215.2,1.2,105.7,87.3,137,50.73,56,57.08,8
49.82,269.8,215.1,1.8,113.8,109.8,129,47,56,55.03,8
39.95,269.3,213.3,2.9,108.2,106.1,128.5,47,56,59.29,8
40.15,268.5,215.8,2.6,108.6,106.5,129.5,47,56,59.29,8
40.32,268.4,215.5,5.7,110.1,108.4,135,57,56,58.88,8
45.68,268.7,215.1,4.1,117.8,114.2,136.5,48,56,55.85,8
50.14,265.7,215.2,4.3,116.9,112.2,142.4,49,56,55.85,8
40.15,269.3,214.9,3,108.6,106.5,129.5,47,56,59.29,8
40.44,268.1,214.4,3.8,107.3,105.7,131,48,56,59.21,8
57.64,269.9,215.9,1.1,105.7,88.5,139.4,50.53,56,56.96,8
50.8,265.3,212.4,3.5,118.1,113.3,140.9,49,56,56.22,8
45.48,266.8,214.2,6.1,115.6,111.8,139,53,56,55.61,8
40.03,267.6,215.8,3.9,107.7,105.9,131.5,48,56,59.05,8
46.05,271.4,214.8,5.5,114.7,110.9,135.5,54.93,56,55.16,8
42.24,267.1,216.2,4.7,110.1,107.7,133.5,56,56,59.58,8
40.44,269.7,215.2,3.9,107.5,105.7,130,48,56,59.21,8
50.39,267.4,214.8,1.6,119.9,114.7,136.5,47,56,55.73,8
42.9,266.1,214.1,0,109.8,107.7,127.5,56,56,59.58,8
41.3,267.9,214.9,3.4,110.7,108.2,129,50.48,56,59.41,8
40.56,268.2,215.1,3.2,111.3,108.6,139,49,56,55.98,8
