TEO,FWC,FWE,TCA,TO_sump,TO_feed,PO_feed,VC,VE,TWI,Y
45.19,245.3,214.8,6.4,112.9,110.1,139.4,45.05,56,59.7,4
44,244.7,214.7,4.6,109.6,107.5,134,43,56,59.66,4
45.23,235.9,216.3,3.4,115.3,111.1,144.4,42,56,59.58,4
45.19,239.8,215.9,2,120.7,114.7,142.4,42,56,60.11,4
44.9,243.2,214.8,1.7,118.1,113.1,136.5,42,56,59.91,4
39.99,243,215.4,5.4,109,107.3,137,46,56,59.58,4
51.13,243.2,214.7,5.2,120.9,116.2,139,46,56,59.46,4
45.19,240.4,214.6,2,120.7,114.7,141.9,42,56,60.11,4
45.15,244.2,216.3,6.1,113.6,110.7,138.5,45.25,56,59.7,4
40.52,244.4,215,2.4,107.7,105.7,131.5,42,56,59,4
39.95,242.2,215.6,2.7,110.5,107.3,130,42,56,58.88,4
40.52,239.5,214.7,3.7,113.3,109,139.9,42,56,60.36,4
39.7,268.3,196.2,3.8,108.4,106.5,134.5,48,42,59.99,5
39.99,267.8,195.4,3.9,108,105.7,132,48,42,59.91,5
46.01,266.5,196.9,3.1,114.5,110.5,144.9,49,42,55.93,5
40.44,266.6,194.3,4.7,108.4,106.5,133.5,48,42,59.99,5
39.91,266.7,194.4,6.2,110.5,107.7,137,57,42,60.15,5
40.36,266.7,196.5,2.7,112,108.8,139.9,49,42,59.91,5
50.35,267.4,195.5,3.8,112.7,110.3,135.5,56,42,55.44,5
44.53,267.6,195.3,3.5,112.4,109,138.5,48,42,56.1,5
44.29,266.6,195.5,3.6,112.4,109,137,48,42,56.14,5
44,270.1,194.8,3.6,110.7,108,134.5,51,42,59.21,5
45.27,268.8,195.3,1.6,116.7,112.4,135.5,48,42,56.43,5
45.07,269.6,194.9,3.6,109.2,106.9,132.5,47.34,42,59.37,5
39.91,267.8,194.9,5.6,110.7,108.6,136.5,57,42,59.95,5
49.94,267.3,195.3,2,113.6,109.6,129,47,42,55.44,5
49.98,265,194.3,3.8,113.8,110.7,137,47,42,55.57,5
49.9,270,196.2,2,114,109.8,130,47,42,55.48,5
45.68,270,195.4,2.2,112.7,109.2,136,48,42,56.14,5
39.99,267.8,195.3,6.4,110.7,108,136.5,57,42,60.19,5
49.98,266.9,195.7,3.8,113.8,110.7,139.9,47,42,55.57,5
50.39,266.5,196,4.4,119.7,115.7,140.4,56,42,56.1,5
40.15,269.2,194.7,3.4,112.2,108.2,137,49,42,60.11,5
50.22,267.6,195.3,4.2,119.9,116,137,56,42,56.18,5
49.9,265.8,195.4,1.7,119.7,114.2,139,47,42,56.1,5
50.55,268.1,196.5,3.7,117.6,112.7,144.9,49,42,56.38,5
40.11,266.3,194.8,6.4,112.7,109.4,137,57,42,60.36,5
44.12,270.4,193.5,4.2,109.2,106.9,133,51,42,59.33,5
49.94,269.8,195.2,2.5,112.4,109.2,131.5,47,42,55.44,5
49.45,268.5,194.8,4.7,114.2,111.1,141.4,47.62,42,55.48,5
49.94,268.7,196.3,3.2,112.4,109.6,136,56,42,55.44,5
50.02,265.1,193.3,5.8,119.9,115.7,141.9,57,42,56.38,5
40.23,268.7,195,1.9,111.3,108,134,48,42,60.11,5
39.78,269.6,194.6,1.2,114.2,109.6,137,49,42,60.4,5
49.9,264.1,196,5.9,116,112.4,143.4,57,42,55.69,5
40.36,270,195,3.1,108.2,105.9,130.5,47,42,59.99,5
45.27,264.8,195.6,5.7,116.7,113.3,139,57,42,56.67,5
44.45,267.8,194.9,3.5,112.2,108.8,139.4,48,42,56.1,5
44.74,269.2,195.6,3.3,112.4,109,138.5,48,42,56.1,5
41.71,264.9,194.5,6.1,114,110.5,135.5,57,42,60.56,5
39.87,268.5,194.3,5.6,109,106.9,134,57,42,59.95,5
39.33,268.7,194.5,3.9,108.8,106.3,134.5,48,42,60.15,5
45.07,267.6,195.3,3.2,116,111.1,143.4,49,42,56.18,5
45.11,266.1,196,5.8,111.8,109.4,137,57,42,59.17,5
45.02,267.9,194.7,3,116.2,111.3,142.4,49,42,56.3,5
39.91,270.9,194.4,2.2,109.4,106.5,132.5,48,42,60.11,5
50.1,267.1,194.6,3.1,114.5,110.7,139.9,47,42,55.73,5
45.93,266.6,195.5,5.3,115.6,111.1,143.4,49,42,56.14,5
40.03,267.9,195.1,2.2,109.8,107.1,128.5,47,42,59.86,5
49.94,267.3,196,3.5,112.4,109.8,134,56,42,55.44,5
40.03,267,195.1,3.1,112,109,139,49,42,59.82,5
49.86,267.2,196.7,1.7,120.2,114.7,139,47,42,56.1,5
50.1,271.2,216.5,1.8,122.2,115.6,139.4,49,56,55.73,6
39.95,270.2,215,2.9,112.4,108.2,134.5,49,56,59.58,6
44.29,268.8,215.3,4.5,110.1,107.3,129.5,51,56,58.8,6
42.04,266.9,216.4,6.2,111.8,109,133.5,57,56,59.62,6
53.25,274.3,215.5,0.3,110.1,107.5,49.2,56,56,59.7,6
48.42,269,215.4,4.8,111.8,108.8,133,51,56,58.64,6
58.78,268.3,216.1,3,110.5,96.8,141.9,49.85,56,56.1,6
40.11,270.6,215.6,1.3,113.3,109.4,129.5,48,56,59.7,6
45.8,269.6,214.4,6.4,113.3,110.7,134,57,56,58.39,6
50.96,267.7,215.4,4.5,120.4,115.7,134.5,56,56,55.32,6
49.86,269.4,216.3,4.4,112.4,109.2,131,56,56,54.75,6
49.77,265.2,216,5.1,114.2,110.9,136.5,56,56,54.75,6
42.4,268.8,214.6,5.3,112.9,108.6,135,49,56,59.37,6
42.36,269.8,215.3,5.3,112.9,108.6,134,49,56,59.41,6
45.56,271.1,214.6,2.6,119.9,113.8,136.5,49,56,58.35,6
39.62,270.7,214.3,3.7,109.8,106.7,132,48,56,59.66,6
39.87,269.2,215.4,3.3,108.4,106.1,130,48,56,59.5,6
42.61,269.5,215.9,6.1,112.4,109.2,133.5,57,56,59.62,6
45.11,269.5,214.7,2.1,114,109.4,134,48,56,58.1,6
40.52,270.8,215.3,1.2,113.6,108.6,134.5,49,56,59.62,6
44.33,269.8,216.4,4.5,110.3,107.5,131,51,56,58.76,6
50.14,269.5,214.4,2.3,122.2,115.6,139,49,56,55.69,6
42.16,269.8,213.7,5.1,112.9,110.1,130.5,57,56,59.78,6
39.66,270.4,216.1,3.7,109.6,106.7,131,48,56,59.62,6
50.8,267.3,215.2,2.3,121.7,116,132,48,56,55.44,6
50.43,270.3,216.1,3.5,117.8,112.7,139,49,56,55.32,6
41.54,270.1,214.9,2.5,109.2,106.3,130,48,56,59.7,6
45.43,269.3,214.5,2.1,116.2,111.1,133,48,56,58.31,6
50.39,269.8,215.7,4.3,112.9,109.6,132,56,56,54.62,6
44.49,273,216.7,0,110.3,107.5,109.2,56,56,59.7,6
50.22,270.2,214.9,2.5,121.7,115.1,138.5,49,56,55.69,6
50.02,265.7,214.9,6,115.3,111.3,139,57,56,54.99,6
51.37,270,215.4,2.6,118.8,113.1,138.5,49,56,55.57,6
41.99,267.3,214.6,4.8,108.8,106.3,132.5,48,56,59.54,6
46.17,270,215.7,4.1,116.4,111.1,139,49,56,58.19,6
40.52,271.6,215.9,1.7,115.6,110.9,134.5,49,56,59.74,6
45.23,269.1,215.1,4.9,111.1,108.4,130.5,51,56,58.72,6
45.6,268.6,215.6,4.6,113.8,110.1,129.5,49,56,59.17,6
40.48,270.6,215.2,1.8,115.6,110.5,134.5,49,56,59.74,6
42.57,266.7,216.2,5.6,112.9,108.8,135.5,49,56,59.29,6
45.39,269.7,214.6,2,118.5,113.6,133.5,48,56,58.51,6
41.95,267.3,215.1,4.6,108.8,106.5,131,48,56,59.54,6
50.47,267.6,216.1,3.9,114.5,110.3,138.5,47,56,55.03,6
47.32,270.8,215.7,3.4,113.8,109.8,140.9,49,56,58.02,6
39.87,271.3,215.3,1.1,109.8,106.7,126.1,47,56,59.5,6
46.01,268.7,215,6.4,113.3,110.3,134.5,57,56,58.39,6
42.45,270.3,214.9,5.1,113.1,108.8,136.5,49,56,59.37,6
40.11,271.8,215.1,1.2,114.7,109.8,135,49,56,59.7,6
45.19,270,214.4,2.3,117.8,112,137,49,56,58.19,6
49.82,269.4,215.3,3.9,112.2,109,132,56,56,55.03,6
41.38,270.5,216.8,4.7,113.3,108.8,135,49,56,60.56,7
42.08,268.9,216.4,6.6,113.3,108.6,137,49,56,60.4,7
45.43,270.4,214.6,2.6,119.5,112.9,137,49,56,59.7,7
39.7,270.1,215.3,4.8,109.4,106.1,131,48,56,60.6,7
39.46,269.8,215.4,4.8,109.6,106.5,131.5,48,56,60.52,7
42.08,268.2,215,6.6,112.9,108.8,135.5,49,56,60.4,7
50.8,266.4,215.9,6.8,117.1,111.6,139,49,56,59.82,7
47.03,272.6,215.2,6.2,114.5,110.3,131.5,54.93,56,59.17,7
50.76,265.9,212.4,2.5,115.3,110.5,135.5,47,56,59.33,7
44.74,269.5,216.3,3.4,112.7,108.6,130,47,56,59.99,7
43.96,273.9,215.6,5.2,110.9,108,131,50.35,56,59.54,7
49.57,265.3,217.8,6.7,116.9,113.3,137.5,56,56,59.13,7
50.31,264.8,216.1,1.6,115.1,110.7,135.5,47,56,59.37,7
40.07,268.4,215.2,3,108.2,105.3,127,47,56,58.27,7
50.06,267.5,215.8,5.1,113.1,109.8,133.5,56,56,59.21,7
49.69,266.9,215.7,5.3,112.7,109.4,132,56,56,59.17,7
45.84,268.9,215.2,5.2,113.3,109.2,135.5,48,56,59.46,7
50.84,271.7,215.4,5.2,123.2,116.4,138,49,56,60.03,7
40.28,269,214.6,2.9,114,109.6,130.5,48.14,56,60.68,7
45.48,269.3,215.8,3.3,118.8,112.4,136,49,56,59.66,7
52.44,270.2,215.6,0.6,110.1,107.3,47.2,56,56,57.37,7
50.59,265.8,215.8,6.5,117.4,112.2,141.4,49,56,59.78,7
49.69,270.3,215.7,3.3,113.6,109.4,128.5,47,56,59.21,7
39.87,269.1,215.8,3.2,110.7,107.1,126.6,47,56,57.69,7
40.4,269.7,215.9,2.7,111.6,107.3,131,48,56,60.64,7
44.41,271.9,215.2,4.4,110.7,107.5,130.5,50.49,56,59.58,7
47.32,270.2,213.3,3,113.1,108.6,135,48,56,59.46,7
48.71,269.2,215.1,3.7,117.6,112.7,140.4,49,56,59.66,7
46.5,269.3,214.7,6,115.3,110.3,139.4,49,56,59.66,7
44.7,269.8,215.5,3,113.1,108.4,128,47,56,59.99,7
55.55,267.8,214.9,4.3,114.7,106.1,143.4,49,56,60.19,7
49.77,271.1,214.9,3.4,114.7,110.1,128.5,47,56,59.21,7
40.48,270.5,215.4,2.5,111.1,106.9,128,48,56,60.64,7
41.59,267.7,213.8,5.5,108.8,106.3,130,48,56,60.36,7
40.73,269.4,215.4,2.2,116.2,110.5,135,49,56,60.77,7
39.5,269.6,213.4,4,113.3,109,134,49,56,60.48,7
46.05,268.4,217.1,7.6,114.7,110.7,136,53,56,59.54,7
39.62,270.4,213.6,4.5,109.4,106.1,130.5,48,56,60.6,7
45.35,266,216.4,6.8,112.9,109.8,133,57,56,59.41,7
43.31,266.6,214.1,7.4,113.8,109.6,133,57,56,60.68,7
46.83,268.3,215.9,5.5,113.6,109.6,135,48,56,59.46,7
45.39,269,214.8,3,119.9,113.6,136.5,49,56,59.78,7
41.87,272.3,215.5,5.1,116.2,110.7,133,49,56,60.85,7
49.77,271.2,215.4,3.3,112.4,109,128,47,56,59.25,7
50.31,265.4,215.1,7.2,119.5,114.9,139.4,57,56,59.7,7
50.22,265.5,214.5,7.1,117.4,113.3,138,57,56,59.5,7
42.69,269.8,216.6,5.8,112.9,109,135,49,56,60.23,7
40.23,270.7,214.4,2.9,113.6,109.2,129,48,56,60.68,7
52.44,266.7,216,5,113.8,110.3,133.5,56,56,59.09,7
50.88,269.2,215.1,4.8,113.6,110.1,132,56,56,59.13,7
44.78,270.2,213.5,2.9,109.2,107.1,129.5,47,56,55.16,8
39.46,270.3,214.7,4.2,108.8,106.5,132.5,48,56,56.02,8
49.86,263.9,215,4,116.9,112,142.9,49,56,55.85,8
53.46,266.5,215.5,3.7,109.8,101.1,143.4,49,56,56.34,8
60.5,272.6,215.8,0.1,105.9,87.2,135.5,50.76,56,57.08,8
49.98,266.6,214.8,5.1,117.6,114.5,137,56,56,55.28,8
50.14,266.4,215,5.7,119.2,115.6,139,56,56,55.48,8
48.79,269.3,215.8,4.6,114.9,111.1,131.5,55.54,56,55.12,8
50.59,266,216.1,3.3,117.4,112.4,140.9,49,56,56.02,8
39.54,268.3,215.1,3.9,109,106.5,131.5,48,56,55.93,8
50.47,264.6,216.6,5.6,115.6,110.7,143.4,49,56,55.81,8
50.68,268.5,216.1,3.2,117.1,112,141.9,49,56,55.81,8
40.03,268.5,214.4,1.9,110.3,107.3,129.5,47,56,59.37,8
44.94,268.8,213,2.5,111.1,108.2,128.5,47,56,55.2,8
45.27,267.4,216.1,6.2,112.4,110.1,136,57,56,54.99,8
50.18,264.4,216.5,5.2,116.7,113.8,136.5,56,56,55.16,8
40.07,269.1,214.4,2.8,110.5,107.5,130,47,56,59.37,8
45.56,268.7,214.5,3.3,116,111.6,140.9,49,56,55.65,8
39.66,270.5,214.3,3.8,109.2,106.9,132,48,56,55.85,8
45.23,268.9,215.9,2,118.1,113.8,135.5,48,56,55.77,8
45.19,271,215.6,2.2,119.5,114,139,49,56,56.1,8
44.98,271.6,214.9,3,110.9,107.7,130,47,56,55.16,8
49.9,264.8,213.9,5.5,115.1,111.8,141.4,49.07,56,55.32,8
51.29,265.5,216.9,3.7,111.1,103.7,141.4,49,56,56.06,8
45.23,269.6,213.6,2.4,119.2,113.8,139,49,56,56.06,8
50.27,266.8,216.5,1.4,120.9,115.6,134,47,56,55.77,8
39.66,269.3,215.3,1.7,107.7,105.7,130,47,56,59.21,8
45.43,267,213.9,6.2,113.6,110.1,136,53,56,55.44,8
50.68,266.2,214.1,2.4,116.2,111.3,135,47,56,55.52,8
40.23,269,215.4,5.4,112.2,109.8,132.5,57,56,58.35,8
40.36,270.3,215.5,1.5,114.9,110.7,135,49,56,56.47,8
